date,week,month,season,is_holiday,promo_event
2025-05-05,18,5,Summer,0,
2025-05-06,18,5,Summer,0,
2025-05-07,18,5,Summer,0,
2025-05-08,18,5,Summer,0,
2025-05-09,18,5,Summer,0,
2025-05-10,18,5,Summer,1,
2025-05-11,18,5,Summer,1,
2025-05-12,19,5,Summer,0,
2025-05-13,19,5,Summer,0,
2025-05-14,19,5,Summer,0,
2025-05-15,19,5,Summer,0,
2025-05-16,19,5,Summer,0,
2025-05-17,19,5,Summer,1,
2025-05-18,19,5,Summer,1,
2025-05-19,20,5,Summer,0,
2025-05-20,20,5,Summer,0,
2025-05-21,20,5,Summer,0,
2025-05-22,20,5,Summer,0,
2025-05-23,20,5,Summer,0,
2025-05-24,20,5,Summer,1,
2025-05-25,20,5,Summer,1,
2025-05-26,21,5,Summer,0,
2025-05-27,21,5,Summer,0,
2025-05-28,21,5,Summer,0,
2025-05-29,21,5,Summer,0,
2025-05-30,21,5,Summer,0,
2025-05-31,21,5,Summer,1,
2025-06-01,21,6,Monsoon,1,
2025-06-02,22,6,Monsoon,0,
2025-06-03,22,6,Monsoon,0,
2025-06-04,22,6,Monsoon,0,
2025-06-05,22,6,Monsoon,0,
2025-06-06,22,6,Monsoon,0,
2025-06-07,22,6,Monsoon,1,
2025-06-08,22,6,Monsoon,1,
2025-06-09,23,6,Monsoon,0,
2025-06-10,23,6,Monsoon,0,
2025-06-11,23,6,Monsoon,0,
2025-06-12,23,6,Monsoon,0,
2025-06-13,23,6,Monsoon,0,
2025-06-14,23,6,Monsoon,1,
2025-06-15,23,6,Monsoon,1,
2025-06-16,24,6,Monsoon,0,
2025-06-17,24,6,Monsoon,0,
2025-06-18,24,6,Monsoon,0,
2025-06-19,24,6,Monsoon,0,
2025-06-20,24,6,Monsoon,0,
2025-06-21,24,6,Monsoon,1,
2025-06-22,24,6,Monsoon,1,
2025-06-23,25,6,Monsoon,0,
2025-06-24,25,6,Monsoon,0,
2025-06-25,25,6,Monsoon,0,
2025-06-26,25,6,Monsoon,0,
2025-06-27,25,6,Monsoon,0,
2025-06-28,25,6,Monsoon,1,
2025-06-29,25,6,Monsoon,1,
2025-06-30,26,6,Monsoon,0,
2025-07-01,26,7,Monsoon,0,
2025-07-02,26,7,Monsoon,0,
2025-07-03,26,7,Monsoon,0,
2025-07-04,26,7,Monsoon,0,
2025-07-05,26,7,Monsoon,1,
2025-07-06,26,7,Monsoon,1,
2025-07-07,27,7,Monsoon,0,
2025-07-08,27,7,Monsoon,0,
2025-07-09,27,7,Monsoon,0,
2025-07-10,27,7,Monsoon,0,
2025-07-11,27,7,Monsoon,0,
2025-07-12,27,7,Monsoon,1,
2025-07-13,27,7,Monsoon,1,
2025-07-14,28,7,Monsoon,0,
2025-07-15,28,7,Monsoon,0,
2025-07-16,28,7,Monsoon,0,
2025-07-17,28,7,Monsoon,0,
2025-07-18,28,7,Monsoon,0,
2025-07-19,28,7,Monsoon,1,
2025-07-20,28,7,Monsoon,1,
2025-07-21,29,7,Monsoon,0,
2025-07-22,29,7,Monsoon,0,
2025-07-23,29,7,Monsoon,0,
2025-07-24,29,7,Monsoon,0,
2025-07-25,29,7,Monsoon,0,
2025-07-26,29,7,Monsoon,1,
2025-07-27,29,7,Monsoon,1,
2025-07-28,30,7,Monsoon,0,
2025-07-29,30,7,Monsoon,0,
2025-07-30,30,7,Monsoon,0,
2025-07-31,30,7,Monsoon,0,
2025-08-01,30,8,Monsoon,0,
2025-08-02,30,8,Monsoon,1,
2025-08-03,30,8,Monsoon,1,
2025-08-04,31,8,Monsoon,0,
2025-08-05,31,8,Monsoon,0,
2025-08-06,31,8,Monsoon,0,
2025-08-07,31,8,Monsoon,0,
2025-08-08,31,8,Monsoon,0,
2025-08-09,31,8,Monsoon,1,
2025-08-10,31,8,Monsoon,1,
2025-08-11,32,8,Monsoon,0,
2025-08-12,32,8,Monsoon,0,
2025-08-13,32,8,Monsoon,0,
2025-08-14,32,8,Monsoon,0,
2025-08-15,32,8,Monsoon,1,Independence Day Super Sale
2025-08-16,32,8,Monsoon,1,
2025-08-17,32,8,Monsoon,1,
2025-08-18,33,8,Monsoon,0,
2025-08-19,33,8,Monsoon,0,
2025-08-20,33,8,Monsoon,0,
2025-08-21,33,8,Monsoon,0,
2025-08-22,33,8,Monsoon,0,
2025-08-23,33,8,Monsoon,1,
2025-08-24,33,8,Monsoon,1,
2025-08-25,34,8,Monsoon,0,
2025-08-26,34,8,Monsoon,0,
2025-08-27,34,8,Monsoon,0,
2025-08-28,34,8,Monsoon,0,
2025-08-29,34,8,Monsoon,0,
2025-08-30,34,8,Monsoon,1,
2025-08-31,34,8,Monsoon,1,
2025-09-01,35,9,Monsoon,0,
2025-09-02,35,9,Monsoon,0,
2025-09-03,35,9,Monsoon,0,
2025-09-04,35,9,Monsoon,0,
2025-09-05,35,9,Monsoon,0,
2025-09-06,35,9,Monsoon,1,
2025-09-07,35,9,Monsoon,1,
2025-09-08,36,9,Monsoon,0,
2025-09-09,36,9,Monsoon,0,
2025-09-10,36,9,Monsoon,0,
2025-09-11,36,9,Monsoon,0,
2025-09-12,36,9,Monsoon,0,
2025-09-13,36,9,Monsoon,1,
2025-09-14,36,9,Monsoon,1,
2025-09-15,37,9,Monsoon,0,
2025-09-16,37,9,Monsoon,0,
2025-09-17,37,9,Monsoon,0,
2025-09-18,37,9,Monsoon,0,
2025-09-19,37,9,Monsoon,0,
2025-09-20,37,9,Monsoon,1,
2025-09-21,37,9,Monsoon,1,
2025-09-22,38,9,Monsoon,0,
2025-09-23,38,9,Monsoon,0,
2025-09-24,38,9,Monsoon,0,
2025-09-25,38,9,Monsoon,0,
2025-09-26,38,9,Monsoon,0,
2025-09-27,38,9,Monsoon,1,
2025-09-28,38,9,Monsoon,1,
2025-09-29,39,9,Monsoon,0,
2025-09-30,39,9,Monsoon,0,
2025-10-01,39,10,Festive,0,
2025-10-02,39,10,Festive,0,
2025-10-03,39,10,Festive,0,
2025-10-04,39,10,Festive,1,
2025-10-05,39,10,Festive,1,
2025-10-06,40,10,Festive,0,
2025-10-07,40,10,Festive,0,
2025-10-08,40,10,Festive,0,
2025-10-09,40,10,Festive,0,
2025-10-10,40,10,Festive,0,
2025-10-11,40,10,Festive,1,
2025-10-12,40,10,Festive,1,
2025-10-13,41,10,Festive,0,
2025-10-14,41,10,Festive,0,
2025-10-15,41,10,Festive,0,
2025-10-16,41,10,Festive,0,
2025-10-17,41,10,Festive,0,
2025-10-18,41,10,Festive,1,
2025-10-19,41,10,Festive,1,
2025-10-20,42,10,Festive,1,Diwali Festive Bonanza
2025-10-21,42,10,Festive,1,Diwali Festive Bonanza
2025-10-22,42,10,Festive,1,Diwali Festive Bonanza
2025-10-23,42,10,Festive,1,Diwali Festive Bonanza
2025-10-24,42,10,Festive,0,
2025-10-25,42,10,Festive,1,
2025-10-26,42,10,Festive,1,
2025-10-27,43,10,Festive,0,
2025-10-28,43,10,Festive,0,
2025-10-29,43,10,Festive,0,
2025-10-30,43,10,Festive,0,
2025-10-31,43,10,Festive,0,
2025-11-01,43,11,Festive,1,
2025-11-02,43,11,Festive,1,
2025-11-03,44,11,Festive,0,
2025-11-04,44,11,Festive,0,
2025-11-05,44,11,Festive,0,
2025-11-06,44,11,Festive,0,
2025-11-07,44,11,Festive,0,
2025-11-08,44,11,Festive,1,
2025-11-09,44,11,Festive,1,
2025-11-10,45,11,Festive,0,
2025-11-11,45,11,Festive,0,
2025-11-12,45,11,Festive,0,
2025-11-13,45,11,Festive,0,
2025-11-14,45,11,Festive,0,
2025-11-15,45,11,Festive,1,
2025-11-16,45,11,Festive,1,
2025-11-17,46,11,Festive,0,
2025-11-18,46,11,Festive,0,
2025-11-19,46,11,Festive,0,
2025-11-20,46,11,Festive,0,
2025-11-21,46,11,Festive,0,
2025-11-22,46,11,Festive,1,
2025-11-23,46,11,Festive,1,
2025-11-24,47,11,Festive,0,
2025-11-25,47,11,Festive,0,
2025-11-26,47,11,Festive,0,
2025-11-27,47,11,Festive,0,
2025-11-28,47,11,Festive,1,Black Friday & Cyber Week
2025-11-29,47,11,Festive,1,Black Friday & Cyber Week
2025-11-30,47,11,Festive,1,
2025-12-01,48,12,Winter,0,
2025-12-02,48,12,Winter,0,
2025-12-03,48,12,Winter,0,
2025-12-04,48,12,Winter,0,
2025-12-05,48,12,Winter,0,
2025-12-06,48,12,Winter,1,
2025-12-07,48,12,Winter,1,
2025-12-08,49,12,Winter,0,
2025-12-09,49,12,Winter,0,
2025-12-10,49,12,Winter,0,
2025-12-11,49,12,Winter,0,
2025-12-12,49,12,Winter,0,
2025-12-13,49,12,Winter,1,
2025-12-14,49,12,Winter,1,
2025-12-15,50,12,Winter,0,
2025-12-16,50,12,Winter,0,
2025-12-17,50,12,Winter,0,
2025-12-18,50,12,Winter,0,
2025-12-19,50,12,Winter,0,
2025-12-20,50,12,Winter,1,
2025-12-21,50,12,Winter,1,
2025-12-22,51,12,Winter,0,
2025-12-23,51,12,Winter,0,
2025-12-24,51,12,Winter,1,Year End & Christmas Carnival
2025-12-25,51,12,Winter,1,Year End & Christmas Carnival
2025-12-26,51,12,Winter,0,
2025-12-27,51,12,Winter,1,
2025-12-28,51,12,Winter,1,
2025-12-29,52,12,Winter,0,
2025-12-30,52,12,Winter,0,
2025-12-31,52,12,Winter,1,New Year Countdown Sale
2026-01-01,0,1,Winter,0,
2026-01-02,0,1,Winter,0,
