sku_id,week_start,weekly_units,units_sold_lag_1,units_sold_lag_7,units_sold_rolling_mean_7,avg_unit_price,holidays_in_week,promo_events_in_week,promotion,revenue_scaled,week_of_year,month,season,is_holiday,promo_event,day_of_week,holiday,promotion_event,month_sin,month_cos,week_sin,week_cos,day_sin,day_cos,days_to_next_holiday,days_to_next_promo,category,subcategory,product_age_days,is_loss_leader,unit_cost,list_price,margin_pct
NB-DÉC-051,2024-03-17,31,37.0,39.0,4.775510204081633,-1.0186250720507826,1,1,0.0,-0.5377767995628141,11,3,Summer,0,,Monday,No Holiday,No Promotion,1.0,6.123233995736766e-17,0.970941817426052,0.23931566428755804,0.0,1.0,5,14,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2024-03-24,32,28.0,31.0,4.653061224489796,-1.0186250720507826,1,1,0.0,-0.548313181067487,12,3,Summer,0,,Monday,No Holiday,No Promotion,1.0,6.123233995736766e-17,0.992708874098054,0.120536680255323,0.0,1.0,5,7,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2024-03-31,46,44.0,32.0,5.571428571428571,-1.0223656218117372,1,1,1.0,-0.5272003532737137,13,3,Summer,1,Holi Spring Festival,Monday,No Holiday,Holi Spring Festival,1.0,6.123233995736766e-17,1.0,-1.6081226496766366e-16,0.0,1.0,0,0,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2024-04-07,44,46.0,46.0,6.4897959183673475,-1.0186250720507826,1,1,0.0,-0.5167040365534682,14,4,Summer,0,,Monday,No Holiday,No Promotion,0.8660254037844387,-0.4999999999999998,0.992708874098054,-0.12053668025532288,0.0,1.0,5,136,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2024-04-14,41,37.0,44.0,5.612244897959184,-1.023826373099203,1,1,0.0,-0.548313181067487,15,4,Summer,0,,Monday,No Holiday,No Promotion,0.8660254037844387,-0.4999999999999998,0.9709418174260521,-0.2393156642875575,0.0,1.0,5,129,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2024-04-21,51,44.0,41.0,6.571428571428571,-1.0312685715573975,1,1,0.0,-0.5325086088104776,16,4,Summer,0,,Monday,No Holiday,No Promotion,0.8660254037844387,-0.4999999999999998,0.9350162426854148,-0.35460488704253545,0.0,1.0,5,122,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2024-04-28,48,49.0,51.0,6.775510204081633,-1.0269239111599349,1,1,0.0,-0.5377767995628141,17,4,Summer,0,,Monday,No Holiday,No Promotion,0.8660254037844387,-0.4999999999999998,0.8854560256532099,-0.4647231720437685,0.0,1.0,5,115,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2024-05-05,43,52.0,48.0,7.653061224489796,-1.0233059487846352,1,1,0.0,-0.5272404180581411,18,4,Summer,0,,Monday,No Holiday,No Promotion,0.8660254037844387,-0.4999999999999998,0.8229838658936565,-0.5680647467311557,0.0,1.0,5,108,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2024-05-12,50,44.0,43.0,5.346938775510204,-1.0256385415588798,1,1,0.0,-0.5430449903151505,19,5,Summer,0,,Monday,No Holiday,No Promotion,0.49999999999999994,-0.8660254037844387,0.7485107481711013,-0.663122658240795,0.0,1.0,5,101,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2024-05-19,37,45.0,50.0,7.061224489795919,-1.0186250720507826,1,1,0.0,-0.5377767995628141,20,5,Summer,0,,Monday,No Holiday,No Promotion,0.49999999999999994,-0.8660254037844387,0.6631226582407952,-0.7485107481711012,0.0,1.0,5,94,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2024-05-26,26,25.0,37.0,4.306122448979592,-1.0186250720507826,1,1,0.0,-0.5430449903151505,21,5,Summer,0,,Monday,No Holiday,No Promotion,0.49999999999999994,-0.8660254037844387,0.5680647467311558,-0.8229838658936564,0.0,1.0,5,87,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2024-06-02,35,34.0,26.0,4.204081632653061,-1.0186250720507826,1,1,0.0,-0.55884956257216,22,5,Summer,0,,Monday,No Holiday,No Promotion,0.49999999999999994,-0.8660254037844387,0.46472317204376906,-0.8854560256532096,0.0,1.0,5,80,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2024-06-09,34,35.0,35.0,5.183673469387755,-1.0186250720507826,1,1,0.0,-0.5430449903151505,23,6,Monsoon,0,,Monday,No Holiday,No Promotion,1.2246467991473532e-16,-1.0,0.35460488704253584,-0.9350162426854147,0.0,1.0,5,73,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2024-06-16,45,45.0,34.0,5.63265306122449,-1.0186250720507826,1,1,0.0,-0.5219722273058046,24,6,Monsoon,0,,Monday,No Holiday,No Promotion,1.2246467991473532e-16,-1.0,0.23931566428755768,-0.970941817426052,0.0,1.0,5,66,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2024-06-23,32,28.0,45.0,5.1020408163265305,-1.0186250720507826,1,1,0.0,-0.5430449903151505,25,6,Monsoon,0,,Monday,No Holiday,No Promotion,1.2246467991473532e-16,-1.0,0.12053668025532308,-0.992708874098054,0.0,1.0,5,59,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2024-06-30,51,53.0,32.0,6.040816326530612,-1.0370380242758672,1,1,0.0,-0.548313181067487,26,6,Monsoon,0,,Monday,No Holiday,No Promotion,1.2246467991473532e-16,-1.0,-3.216245299353273e-16,-1.0,0.0,1.0,5,52,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2024-07-07,42,44.0,51.0,7.081632653061225,-1.0186250720507826,1,1,0.0,-0.548313181067487,27,7,Monsoon,0,,Monday,No Holiday,No Promotion,-0.4999999999999997,-0.8660254037844388,-0.12053668025532283,-0.992708874098054,0.0,1.0,5,45,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2024-07-14,29,27.0,42.0,4.387755102040816,-1.0186250720507826,1,1,0.0,-0.548313181067487,28,7,Monsoon,0,,Monday,No Holiday,No Promotion,-0.4999999999999997,-0.8660254037844388,-0.23931566428755743,-0.9709418174260521,0.0,1.0,5,38,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2024-07-21,42,43.0,29.0,5.408163265306123,-1.0229185726459653,1,1,0.0,-0.548313181067487,29,7,Monsoon,0,,Monday,No Holiday,No Promotion,-0.4999999999999997,-0.8660254037844388,-0.3546048870425356,-0.9350162426854148,0.0,1.0,5,31,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2024-07-28,37,37.0,42.0,6.122448979591836,-1.0186250720507826,1,1,0.0,-0.5272404180581411,30,7,Monsoon,0,,Monday,No Holiday,No Promotion,-0.4999999999999997,-0.8660254037844388,-0.46472317204376806,-0.8854560256532101,0.0,1.0,5,24,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2024-08-04,51,51.0,37.0,6.571428571428571,-1.023797115576493,1,1,0.0,-0.5272404180581411,31,7,Monsoon,0,,Monday,No Holiday,No Promotion,-0.4999999999999997,-0.8660254037844388,-0.5680647467311556,-0.8229838658936566,0.0,1.0,5,17,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2024-08-11,40,33.0,51.0,5.530612244897959,-1.0248407428530366,1,1,0.0,-0.5377767995628141,32,8,Monsoon,0,,Monday,No Holiday,No Promotion,-0.8660254037844385,-0.5000000000000004,-0.663122658240795,-0.7485107481711013,0.0,1.0,5,10,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2024-08-18,45,41.0,40.0,6.061224489795919,-1.0277797345616546,1,1,0.0,-0.5272404180581411,33,8,Monsoon,0,Independence Day Super Sale,Monday,No Holiday,No Promotion,-0.8660254037844385,-0.5000000000000004,-0.7485107481711011,-0.6631226582407952,0.0,1.0,3,3,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2024-08-25,39,50.0,45.0,6.469387755102041,-1.0186250720507826,1,1,0.0,-0.5377767995628141,34,8,Monsoon,0,,Monday,No Holiday,No Promotion,-0.8660254037844385,-0.5000000000000004,-0.8229838658936564,-0.5680647467311559,0.0,1.0,5,62,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2024-09-01,41,42.0,39.0,5.959183673469388,-1.0186250720507826,1,1,0.0,-0.5114358458011318,35,8,Monsoon,0,,Monday,No Holiday,No Promotion,-0.8660254037844385,-0.5000000000000004,-0.8854560256532096,-0.4647231720437691,0.0,1.0,5,55,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2024-09-08,35,33.0,41.0,4.938775510204081,-1.0186250720507826,1,1,0.0,-0.5430449903151505,36,9,Monsoon,0,,Monday,No Holiday,No Promotion,-1.0,-1.8369701987210297e-16,-0.9350162426854147,-0.3546048870425359,0.0,1.0,5,48,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2024-09-15,36,26.0,35.0,4.530612244897959,-1.0223160965079325,1,1,0.0,-0.5377767995628141,37,9,Monsoon,0,,Monday,No Holiday,No Promotion,-1.0,-1.8369701987210297e-16,-0.970941817426052,-0.23931566428755774,0.0,1.0,5,41,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2024-09-22,27,37.0,36.0,4.938775510204081,-1.0186250720507826,1,1,0.0,-0.5325086088104776,38,9,Monsoon,0,,Monday,No Holiday,No Promotion,-1.0,-1.8369701987210297e-16,-0.992708874098054,-0.12053668025532357,0.0,1.0,5,34,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2024-09-29,37,24.0,27.0,3.8775510204081636,-1.0222981170247032,1,1,0.0,-0.5535813718198235,39,9,Monsoon,0,,Monday,No Holiday,No Promotion,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0.0,1.0,5,27,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2024-10-06,68,73.0,37.0,8.10204081632653,-1.023473157978669,1,1,0.0,-0.5167040365534682,40,9,Monsoon,0,,Monday,No Holiday,No Promotion,-1.0,-1.8369701987210297e-16,-0.992708874098054,0.1205366802553232,0.0,1.0,5,20,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2024-10-13,75,79.0,68.0,10.877551020408163,-1.0227212886799844,1,1,0.0,-0.49563127354412234,41,10,Festive,0,,Monday,No Holiday,No Promotion,-0.8660254037844386,0.5000000000000001,-0.9709418174260521,0.23931566428755738,0.0,1.0,5,13,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2024-10-20,63,48.0,75.0,8.979591836734695,-1.0226107965830473,1,1,0.0,-0.5167040365534682,42,10,Festive,0,Diwali Festive Bonanza,Monday,No Holiday,No Promotion,-0.8660254037844386,0.5000000000000001,-0.9350162426854148,0.35460488704253557,0.0,1.0,5,6,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2024-10-27,102,99.0,63.0,12.714285714285714,-1.03630429791026,1,1,1.0,-0.5302115802076447,43,10,Festive,1,Diwali Festive Bonanza,Monday,No Holiday,Diwali Festive Bonanza,-0.8660254037844386,0.5000000000000001,-0.8854560256532101,0.464723172043768,0.0,1.0,0,0,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2024-11-03,58,72.0,102.0,10.653061224489795,-1.0186250720507826,1,1,0.0,-0.548313181067487,44,10,Festive,0,,Monday,No Holiday,No Promotion,-0.8660254037844386,0.5000000000000001,-0.822983865893657,0.5680647467311548,0.0,1.0,5,31,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2024-11-10,72,76.0,58.0,9.653061224489795,-1.0186250720507826,1,1,0.0,-0.5325086088104776,45,11,Festive,0,,Monday,No Holiday,No Promotion,-0.5000000000000004,0.8660254037844384,-0.7485107481711011,0.6631226582407952,0.0,1.0,5,24,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2024-11-17,72,74.0,72.0,10.959183673469388,-1.0238847246947747,1,1,0.0,-0.5114358458011318,46,11,Festive,0,,Monday,No Holiday,No Promotion,-0.5000000000000004,0.8660254037844384,-0.6631226582407955,0.7485107481711007,0.0,1.0,5,17,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2024-11-24,58,55.0,72.0,7.938775510204081,-1.026004178867827,1,1,0.0,-0.5377767995628141,47,11,Festive,0,,Monday,No Holiday,No Promotion,-0.5000000000000004,0.8660254037844384,-0.5680647467311559,0.8229838658936564,0.0,1.0,5,10,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2024-12-01,69,79.0,58.0,9.938775510204081,-1.0299778081113737,1,1,0.0,-0.5272404180581411,48,11,Festive,0,Black Friday & Cyber Week,Monday,No Holiday,No Promotion,-0.5000000000000004,0.8660254037844384,-0.4647231720437684,0.88545602565321,0.0,1.0,3,3,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2024-12-08,43,34.0,76.0,6.875,-1.0215565246351828,1,1,0.0,-0.5272404180581411,49,12,Winter,0,,Monday,No Holiday,No Promotion,-2.4492935982947064e-16,1.0,-0.35460488704253595,0.9350162426854147,0.0,1.0,5,22,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2024-12-15,38,39.0,36.0,5.5102040816326525,-1.0186250720507826,1,1,0.0,-0.5430449903151505,50,12,Winter,0,,Monday,No Holiday,No Promotion,-2.4492935982947064e-16,1.0,-0.2393156642875578,0.970941817426052,0.0,1.0,5,15,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2024-12-22,63,58.0,38.0,7.061224489795919,-1.0332046350015098,1,1,0.0,-0.5272404180581411,51,12,Winter,0,,Monday,No Holiday,No Promotion,-2.4492935982947064e-16,1.0,-0.12053668025532363,0.992708874098054,0.0,1.0,5,8,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2024-12-29,65,63.0,63.0,9.306122448979592,-1.0364706898550557,1,1,0.0,-0.5535813718198235,52,12,Winter,0,Year End & Christmas Carnival,Monday,No Holiday,No Promotion,-2.4492935982947064e-16,1.0,6.432490598706546e-16,1.0,0.0,1.0,1,1,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2025-01-05,53,61.0,65.0,9.122448979591836,-1.03178801517288,1,1,0.0,-0.5219722273058046,53,12,Winter,0,New Year Countdown Sale,Monday,No Holiday,No Promotion,-2.4492935982947064e-16,1.0,0.12053668025532314,0.992708874098054,0.0,1.0,1,1,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2025-01-12,49,50.0,53.0,7.408163265306123,-1.0186250720507826,1,1,0.0,-0.5272404180581411,1,1,Winter,0,,Monday,No Holiday,No Promotion,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0.0,1.0,5,20,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2025-01-19,39,36.0,49.0,5.551020408163266,-1.0186250720507826,1,1,0.0,-0.5272404180581411,2,1,Winter,0,,Monday,No Holiday,No Promotion,0.49999999999999994,0.8660254037844387,0.23931566428755774,0.970941817426052,0.0,1.0,5,13,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2025-01-26,50,41.0,39.0,5.693877551020408,-1.023784366488385,1,1,0.0,-0.5535813718198235,3,1,Winter,0,Republic Day Sale,Monday,No Holiday,No Promotion,0.49999999999999994,0.8660254037844387,0.3546048870425356,0.9350162426854148,0.0,1.0,5,6,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2025-02-02,50,61.0,50.0,8.142857142857142,-1.0252536171679227,1,1,1.0,-0.518906543106084,4,1,Winter,0,,Monday,No Holiday,No Promotion,0.49999999999999994,0.8660254037844387,0.4647231720437685,0.8854560256532099,0.0,1.0,5,57,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2025-02-09,36,42.0,50.0,5.979591836734693,-1.0186250720507826,1,1,0.0,-0.5377767995628141,5,2,Winter,0,,Monday,No Holiday,No Promotion,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,0.0,1.0,5,50,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2025-02-16,36,33.0,36.0,5.36734693877551,-1.0186250720507826,1,1,0.0,-0.5272404180581411,6,2,Winter,0,,Monday,No Holiday,No Promotion,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011,0.0,1.0,5,43,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2025-02-23,40,32.0,36.0,4.959183673469388,-1.0230816955938102,1,1,0.0,-0.5325086088104776,7,2,Winter,0,,Monday,No Holiday,No Promotion,0.8660254037844386,0.5000000000000001,0.7485107481711011,0.6631226582407953,0.0,1.0,5,36,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2025-03-02,38,44.0,40.0,5.469387755102041,-1.0186250720507826,1,1,0.0,-0.548313181067487,8,2,Winter,0,,Monday,No Holiday,No Promotion,0.8660254037844386,0.5000000000000001,0.8229838658936564,0.5680647467311559,0.0,1.0,5,29,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2025-03-09,40,40.0,38.0,6.224489795918367,-1.0186250720507826,1,1,0.0,-0.5219722273058046,9,3,Summer,0,,Monday,No Holiday,No Promotion,1.0,6.123233995736766e-17,0.8854560256532099,0.4647231720437686,0.0,1.0,5,22,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2025-03-16,39,41.0,40.0,5.571428571428571,-1.0186250720507826,1,1,0.0,-0.5430449903151505,10,3,Summer,0,,Monday,No Holiday,No Promotion,1.0,6.123233995736766e-17,0.9350162426854148,0.35460488704253557,0.0,1.0,5,15,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2025-03-23,30,32.0,39.0,4.775510204081633,-1.0186250720507826,1,1,0.0,-0.5535813718198235,11,3,Summer,0,,Monday,No Holiday,No Promotion,1.0,6.123233995736766e-17,0.970941817426052,0.23931566428755804,0.0,1.0,5,8,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2025-03-30,36,31.0,30.0,4.653061224489796,-1.025535404705082,1,1,0.0,-0.5430449903151505,12,3,Summer,0,Holi Spring Festival,Monday,No Holiday,No Promotion,1.0,6.123233995736766e-17,0.992708874098054,0.120536680255323,0.0,1.0,1,1,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2025-04-06,34,36.0,36.0,4.775510204081633,-1.0186250720507826,1,1,0.0,-0.5535813718198235,13,3,Summer,0,,Monday,No Holiday,No Promotion,1.0,6.123233995736766e-17,1.0,-1.6081226496766366e-16,0.0,1.0,5,137,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2025-04-13,32,34.0,34.0,4.938775510204081,-1.0186250720507826,1,1,0.0,-0.5377767995628141,14,4,Summer,0,,Monday,No Holiday,No Promotion,0.8660254037844387,-0.4999999999999998,0.992708874098054,-0.12053668025532288,0.0,1.0,5,130,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2025-04-20,47,47.0,32.0,5.816326530612245,-1.0186250720507826,1,1,0.0,-0.5377767995628141,15,4,Summer,0,,Monday,No Holiday,No Promotion,0.8660254037844387,-0.4999999999999998,0.9709418174260521,-0.2393156642875575,0.0,1.0,5,123,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2025-04-27,53,52.0,47.0,7.469387755102041,-1.0324418145630403,1,1,0.0,-0.5377767995628141,16,4,Summer,0,,Monday,No Holiday,No Promotion,0.8660254037844387,-0.4999999999999998,0.9350162426854148,-0.35460488704253545,0.0,1.0,5,116,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2025-05-04,43,41.0,53.0,6.244897959183674,-1.0186250720507826,1,1,0.0,-0.5377767995628141,17,4,Summer,0,,Monday,No Holiday,No Promotion,0.8660254037844387,-0.4999999999999998,0.8854560256532099,-0.4647231720437685,0.0,1.0,5,109,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2025-05-11,42,43.0,43.0,5.979591836734693,-1.0186250720507826,1,1,0.0,-0.548313181067487,18,5,Summer,0,,Monday,No Holiday,No Promotion,0.49999999999999994,-0.8660254037844387,0.8229838658936565,-0.5680647467311557,0.0,1.0,5,102,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2025-05-18,41,42.0,42.0,6.448979591836735,-1.0186250720507826,1,1,0.0,-0.5325086088104776,19,5,Summer,0,,Monday,No Holiday,No Promotion,0.49999999999999994,-0.8660254037844387,0.7485107481711013,-0.663122658240795,0.0,1.0,5,95,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
NB-DÉC-051,2025-05-25,46,43.0,41.0,5.795918367346938,-1.0186250720507826,1,1,0.0,-0.5325086088104776,20,5,Summer,0,,Monday,No Holiday,No Promotion,0.49999999999999994,-0.8660254037844387,0.6631226582407952,-0.7485107481711012,0.0,1.0,5,88,Décor,Mirrors,795,0,-1.0164437454940882,-1.0045039192217804,-0.9634654365037042
