sku_id,category,subcategory,launch_date,unit_cost,list_price,unit_margin,margin_pct
NB-DÉC-058,Décor,Wall Art,2024-04-10,1223.4,2362.24,1138.8399999999997,0.4821
NB-DÉC-059,Décor,Vases & Planters,2025-03-02,3279.96,8973.1,5693.14,0.6345
NB-DÉC-060,Décor,Candles,2024-11-17,3487.9,6533.75,3045.85,0.4662
NB-DÉC-061,Décor,Wall Art,2023-12-12,3293.1,8828.35,5535.25,0.627
NB-DÉC-062,Décor,Vases & Planters,2024-03-11,889.02,2341.45,1452.4299999999998,0.6203
NB-DÉC-063,Décor,Candles,2024-10-04,424.25,1110.31,686.06,0.6179
NB-DÉC-064,Décor,Lighting,2025-01-06,3310.68,6403.82,3093.14,0.483
NB-DÉC-065,Décor,Candles,2024-11-19,881.89,1835.88,953.9900000000001,0.5196
NB-DÉC-066,Décor,Wall Art,2024-06-21,2531.24,6715.16,4183.92,0.6231
NB-DÉC-067,Décor,Lighting,2024-10-16,686.13,1525.66,839.5300000000001,0.5503
NB-DÉC-068,Décor,Wall Art,2024-02-21,2375.05,4897.25,2522.2,0.515
NB-DÉC-069,Décor,Mirrors,2023-11-09,2138.81,4089.13,1950.3200000000002,0.477
NB-DÉC-070,Décor,Wall Art,2024-05-12,2091.33,5509.81,3418.4800000000005,0.6204
NB-DÉC-071,Décor,Mirrors,2023-12-02,795.08,1676.23,881.15,0.5257
NB-DÉC-072,Décor,Lighting,2024-10-30,3186.67,6405.45,3218.7799999999997,0.5025
NB-DÉC-073,Décor,Vases & Planters,2024-08-10,2818.36,7564.86,4746.5,0.6274
NB-DÉC-074,Décor,Wall Art,2024-12-13,3269.87,6659.87,3390.0,0.509
NB-DÉC-075,Décor,Wall Art,2024-02-23,3132.39,5715.94,2583.5499999999997,0.452
NB-DÉC-076,Décor,Mirrors,2024-01-16,2886.93,7690.97,4804.040000000001,0.6246
NB-DÉC-077,Décor,Wall Art,2023-12-16,2840.86,5420.63,2579.77,0.4759
NB-DÉC-078,Décor,Wall Art,2024-09-08,1018.68,2769.23,1750.5500000000002,0.6321
NB-DÉC-079,Décor,Wall Art,2024-08-14,1091.06,2684.04,1592.98,0.5935
NB-DÉC-080,Décor,Lighting,2024-04-12,3397.36,7063.54,3666.18,0.519
NB-DÉC-081,Décor,Candles,2023-12-13,1426.56,2607.18,1180.62,0.4528
NB-DÉC-082,Décor,Wall Art,2025-02-15,2199.83,6123.34,3923.51,0.6407
NB-DÉC-083,Décor,Mirrors,2024-07-26,1471.63,3806.27,2334.64,0.6134
NB-DÉC-084,Décor,Candles,2024-11-29,758.5,2047.57,1289.07,0.6296
NB-DÉC-085,Décor,Mirrors,2024-06-04,405.24,1104.51,699.27,0.6331
NB-DÉC-086,Décor,Wall Art,2024-03-31,1529.09,2859.36,1330.2700000000002,0.4652
NB-DÉC-087,Décor,Candles,2024-03-03,1373.14,3636.1,2262.96,0.6224
NB-DÉC-088,Décor,Candles,2024-08-12,1358.78,3000.72,1641.9399999999998,0.5472
NB-DÉC-089,Décor,Candles,2023-11-11,794.59,1764.34,969.7499999999999,0.5496
NB-DÉC-090,Décor,Wall Art,2024-05-30,2308.1,4849.2,2541.1,0.524
NB-DÉC-091,Décor,Vases & Planters,2024-05-14,1289.43,2875.28,1585.8500000000001,0.5515
NB-DÉC-092,Décor,Vases & Planters,2024-11-17,1841.46,4128.85,2287.3900000000003,0.554
NB-DÉC-093,Décor,Wall Art,2024-04-01,2442.44,5089.52,2647.0800000000004,0.5201
NB-DÉC-094,Décor,Vases & Planters,2024-11-06,689.5,1897.5,1208.0,0.6366
NB-DÉC-095,Décor,Wall Art,2025-02-11,2900.34,5647.99,2747.6499999999996,0.4865
NB-DÉC-096,Décor,Mirrors,2024-07-16,2907.569126919706,5894.55,2986.9808730802943,0.5067
NB-DÉC-097,Décor,Candles,2024-06-26,1002.75,2503.22,1500.4699999999998,0.5994
NB-DÉC-098,Décor,Wall Art,2024-02-16,2433.78,4394.3,1960.52,0.4462
NB-DÉC-099,Décor,Lighting,2024-01-20,2813.1,5679.2,2866.1,0.5047
NB-DÉC-100,Décor,Candles,2023-11-23,1840.1,4337.86,2497.7599999999998,0.5758
NB-SMA-101,Small Appliances,Toasters,2024-06-08,3160.06,5767.9,2607.8399999999997,0.4521
NB-SMA-102,Small Appliances,Electric Kettles,2024-07-23,5036.44,10217.3,5180.86,0.5071
NB-SMA-103,Small Appliances,Electric Kettles,2024-07-21,6152.76,13134.9,6982.139999999999,0.5316
NB-SMA-104,Small Appliances,Toasters,2024-01-01,6390.71,12949.14,6558.429999999999,0.5065
NB-SMA-105,Small Appliances,Electric Kettles,2024-07-24,6742.89,11243.58,4500.69,0.4003
NB-SMA-106,Small Appliances,Blenders,2023-12-05,4191.83,7273.22,3081.3900000000003,0.4237
NB-SMA-107,Small Appliances,Air Fryers,2024-12-18,3338.47,5902.83,2564.36,0.4344
NB-SMA-108,Small Appliances,Coffee Makers,2024-07-11,6031.65,10444.51,4412.860000000001,0.4225
NB-SMA-109,Small Appliances,Air Fryers,2024-02-06,10295.49,18250.13,7954.640000000001,0.4359
NB-SMA-110,Small Appliances,Coffee Makers,2024-08-24,10538.67,21455.85,10917.179999999998,0.5088
NB-SMA-111,Small Appliances,Blenders,2023-12-06,4845.85,8591.65,3745.7999999999993,0.436
NB-SMA-112,Small Appliances,Toasters,2024-01-22,7289.85,14683.54,7393.6900000000005,0.5035
NB-SMA-113,Small Appliances,Air Fryers,2024-07-01,6779.94,11465.25,4685.31,0.4087
NB-SMA-114,Small Appliances,Toasters,2023-11-22,9186.65,19184.98,9998.33,0.5212
NB-SMA-115,Small Appliances,Electric Kettles,2024-05-07,7248.06,15473.52,8225.46,0.5316
NB-SMA-116,Small Appliances,Coffee Makers,2023-12-19,2656.26,4781.34,2125.08,0.4445
NB-SMA-117,Small Appliances,Coffee Makers,2024-07-17,4453.59,7700.91,3247.3199999999997,0.4217
NB-SMA-118,Small Appliances,Toasters,2024-08-03,4638.22,10045.66,5407.44,0.5383
NB-SMA-119,Small Appliances,Coffee Makers,2025-02-08,6597.13,13354.68,6757.55,0.506
NB-SMA-120,Small Appliances,Blenders,2023-11-02,4087.07,6326.92,2239.85,0.354
NB-SMA-121,Small Appliances,Coffee Makers,2025-02-24,11486.04,18831.97,7345.93,0.3901
NB-SMA-122,Small Appliances,Air Fryers,2024-05-22,3087.45,6078.02,2990.5700000000006,0.492
NB-SMA-123,Small Appliances,Toasters,2024-12-11,8934.54,18198.13,9263.59,0.509
NB-SMA-124,Small Appliances,Coffee Makers,2024-09-28,9733.48,15716.03,5982.550000000001,0.3807
NB-SMA-125,Small Appliances,Coffee Makers,2023-11-28,11274.65,21456.31,10181.660000000002,0.4745
NB-SMA-126,Small Appliances,Toasters,2024-05-07,11403.0,18687.59,7284.59,0.3898
NB-SMA-127,Small Appliances,Air Fryers,2023-12-27,2839.39,5794.45,2955.06,0.51
NB-SMA-128,Small Appliances,Coffee Makers,2025-02-13,9921.52,18812.72,8891.2,0.4726
NB-SMA-129,Small Appliances,Toasters,2024-04-09,8547.52,13233.87,4686.35,0.3541
NB-SMA-130,Small Appliances,Toasters,2023-11-01,10187.78,16034.31,5846.529999999999,0.3646
NB-SMA-131,Small Appliances,Toasters,2024-02-25,9014.55,16269.83,7255.280000000001,0.4459
NB-SMA-132,Small Appliances,Blenders,2024-02-04,8082.31,17326.31,9244.0,0.5335
NB-SMA-133,Small Appliances,Toasters,2024-09-22,10222.49,19573.33,9350.840000000002,0.4777
NB-SMA-134,Small Appliances,Coffee Makers,2024-02-16,4645.07,8433.41,3788.34,0.4492
NB-SMA-135,Small Appliances,Electric Kettles,2024-06-26,8615.52,14952.04,6336.52,0.4238
NB-SMA-136,Small Appliances,Air Fryers,2024-10-25,6773.01,11841.78,5068.77,0.428
NB-SMA-137,Small Appliances,Electric Kettles,2025-03-01,8952.07,15159.33,6207.26,0.4095
NB-SMA-138,Small Appliances,Air Fryers,2024-06-29,2673.25,5357.33,2684.08,0.501
NB-SMA-139,Small Appliances,Air Fryers,2024-06-28,8844.22,17265.09,8420.87,0.4877
NB-SMA-140,Small Appliances,Coffee Makers,2024-03-17,2749.14,4550.15,1801.0099999999998,0.3958
NB-SMA-141,Small Appliances,Electric Kettles,2024-09-11,5564.01,10501.69,4937.68,0.4702
NB-SMA-142,Small Appliances,Electric Kettles,2024-10-19,5174.07,10306.74,5132.67,0.498
NB-SMA-143,Small Appliances,Air Fryers,2025-01-04,3030.69,4954.6,1923.9100000000003,0.3883
NB-SMA-144,Small Appliances,Air Fryers,2024-10-16,3753.72,7571.34,3817.6200000000003,0.5042
NB-SMA-145,Small Appliances,Electric Kettles,2024-01-05,7887.27,17244.39,9357.119999999999,0.5426
NB-SMA-146,Small Appliances,Air Fryers,2024-03-09,5480.99,9381.19,3900.2000000000007,0.4157
NB-SMA-147,Small Appliances,Blenders,2024-10-08,2264.26,3482.81,1218.5499999999997,0.3499
NB-SMA-148,Small Appliances,Air Fryers,2025-01-13,8306.27,16836.43,8530.16,0.5066
NB-SMA-149,Small Appliances,Electric Kettles,2024-09-13,4700.26,8625.45,3925.1900000000005,0.4551
NB-SMA-150,Small Appliances,Coffee Makers,2025-01-07,4375.28,9202.12,4826.840000000001,0.5245
NB-KIT-151,Kitchenware,Storage Containers,2024-03-20,2365.34,5112.96,2747.62,0.5374
NB-KIT-152,Kitchenware,Cutlery,2025-01-22,3706.8,9116.14,5409.339999999999,0.5934
NB-KIT-153,Kitchenware,Cookware Sets,2024-05-05,2643.91,5374.91,2731.0,0.5081
NB-KIT-154,Kitchenware,Cutlery,2023-11-27,3557.91,7131.13,3573.2200000000003,0.5011
NB-KIT-155,Kitchenware,Baking Tools,2024-04-23,4458.13,8667.96,4209.829999999999,0.4857
NB-KIT-156,Kitchenware,Cookware Sets,2024-11-18,4279.88,7987.24,3707.3599999999997,0.4642
NB-KIT-157,Kitchenware,Cookware Sets,2025-01-27,959.64,1764.83,805.1899999999999,0.4562
NB-KIT-158,Kitchenware,Storage Containers,2024-10-08,2192.12,4767.97,2575.8500000000004,0.5402
NB-KIT-159,Kitchenware,Dinnerware,2024-03-20,3252.55,6710.74,3458.1899999999996,0.5153
NB-KIT-160,Kitchenware,Dinnerware,2024-04-02,3608.88,7939.7,4330.82,0.5455
NB-KIT-161,Kitchenware,Cutlery,2024-04-09,2085.58,4454.07,2368.49,0.5318
NB-KIT-162,Kitchenware,Dinnerware,2024-12-12,3771.85,6627.62,2855.77,0.4309
NB-KIT-163,Kitchenware,Baking Tools,2024-10-10,3445.62,7426.57,3980.95,0.536
NB-KIT-164,Kitchenware,Storage Containers,2023-11-10,3192.45,7214.26,4021.8100000000004,0.5575
NB-KIT-165,Kitchenware,Baking Tools,2025-02-14,2373.94,4188.47,1814.5300000000002,0.4332
NB-KIT-166,Kitchenware,Dinnerware,2024-11-09,2835.6,4879.19,2043.5899999999997,0.4188
NB-KIT-167,Kitchenware,Baking Tools,2024-02-09,2765.92,4747.97,1982.0500000000002,0.4175
NB-KIT-168,Kitchenware,Dinnerware,2024-12-07,2720.24,6285.08,3564.84,0.5672
NB-KIT-169,Kitchenware,Storage Containers,2024-05-11,4147.51,7652.95,3505.4399999999996,0.4581
NB-KIT-170,Kitchenware,Storage Containers,2024-08-09,4370.03,9072.22,4702.19,0.5183
NB-KIT-171,Kitchenware,Cookware Sets,2024-03-16,3902.48,7663.86,3761.3799999999997,0.4908
NB-KIT-172,Kitchenware,Storage Containers,2024-07-17,3716.98,7954.62,4237.639999999999,0.5327
NB-KIT-173,Kitchenware,Dinnerware,2024-08-12,1657.75,4104.83,2447.08,0.5961
NB-KIT-174,Kitchenware,Cookware Sets,2024-08-07,3062.17,6534.9,3472.7299999999996,0.5314
NB-KIT-175,Kitchenware,Baking Tools,2024-04-20,1819.47,4194.16,2374.6899999999996,0.5662
NB-KIT-176,Kitchenware,Cookware Sets,2023-11-18,1154.94,2470.85,1315.9099999999999,0.5326
NB-KIT-177,Kitchenware,Storage Containers,2024-04-29,809.99,2007.57,1197.58,0.5965
NB-KIT-178,Kitchenware,Cutlery,2024-08-10,1605.15,2746.31,1141.1599999999999,0.4155
NB-KIT-179,Kitchenware,Cookware Sets,2024-01-05,2238.08,4015.05,1776.9700000000003,0.4426
NB-KIT-180,Kitchenware,Dinnerware,2024-01-04,2437.26,4676.47,2239.21,0.4788
NB-KIT-181,Kitchenware,Storage Containers,2024-08-22,1323.67,2833.99,1510.3199999999997,0.5329
NB-KIT-182,Kitchenware,Baking Tools,2023-12-20,2434.61,5851.49,3416.8799999999997,0.5839
NB-KIT-183,Kitchenware,Storage Containers,2024-10-21,1727.48,4025.33,2297.85,0.5708
NB-KIT-184,Kitchenware,Dinnerware,2024-05-14,3349.41,7938.04,4588.63,0.5781
NB-KIT-185,Kitchenware,Storage Containers,2024-07-02,3934.09,8093.36,4159.2699999999995,0.5139
NB-KIT-186,Kitchenware,Baking Tools,2023-11-15,3504.07,7014.34,3510.27,0.5004
NB-KIT-187,Kitchenware,Cutlery,2024-08-22,4419.25,8357.0,3937.75,0.4712
NB-KIT-188,Kitchenware,Storage Containers,2024-03-10,483.32,1109.59,626.27,0.5644
NB-KIT-189,Kitchenware,Storage Containers,2024-01-11,1921.53,4286.84,2365.3100000000004,0.5518
NB-KIT-190,Kitchenware,Cutlery,2024-06-22,2380.38,4117.14,1736.7600000000002,0.4218
NB-KIT-191,Kitchenware,Dinnerware,2024-07-24,3952.74,9484.02,5531.280000000001,0.5832
NB-KIT-192,Kitchenware,Storage Containers,2023-12-17,364.46,661.61,297.15000000000003,0.4491
NB-KIT-193,Kitchenware,Cutlery,2024-10-22,614.28,1428.34,814.06,0.5699
NB-KIT-194,Kitchenware,Storage Containers,2023-12-26,3029.31,7214.04,4184.73,0.5801
NB-KIT-195,Kitchenware,Baking Tools,2024-03-04,1896.04,3703.59,1807.5500000000002,0.4881
NB-KIT-196,Kitchenware,Storage Containers,2025-01-30,3964.01,6852.66,2888.6499999999996,0.4215
NB-KIT-197,Kitchenware,Dinnerware,2024-07-27,4489.19,10313.52,5824.330000000001,0.5647
NB-KIT-198,Kitchenware,Cookware Sets,2023-11-30,2163.45,4879.01,2715.5600000000004,0.5566
NB-KIT-199,Kitchenware,Cookware Sets,2024-12-22,1532.14,3064.09,1531.95,0.5
NB-KIT-200,Kitchenware,Storage Containers,2024-12-09,2676.9,6247.93,3571.03,0.5716
